a1_a,a1_b,a1_c,a2,a5_bdh,a5_byr,a5_bmfs1,a5_bmfs2,a5_mdh,a5_myr,a5_mmfs1,a5_mmfs2,a15,a17a_ths,a17b_ths,a17c_ths,a17d_ths,a17e_ths,a17f_ths,a17g_ths,b1_a,b1_b,b1_c,b2_a,b2_b,b2_c,b2_d,b2_e,b5_a,b5_b,b5_c,b5_d,b5_e,c1,c5,d1,d2,d4_recode1,d4_recode2,d4_recode3,d5_age,classid,tfa_teacher,mprid,schoolid,blockid,grade,treatment,bilingual,cscurr,dob,gender,race,hispanic,freelunch,absentdays,suspensions,suspdays,tstform,ge_r,ge_m,ss_r,ss_m,npr_r,npr_m,spanish,pretstform,prege_r,prege_m,press_r,press_m,prenpr_r,prenpr_m,prespanish
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1017310,101,22,4,0,0,35,09/15/1992,F,Black,No,,,,,,,,,,,,,,,,,,,,
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1010730,101,22,4,0,0,35,03/26/1992,M,Black,No,,27,,,L,037,026,183,163,25,5,0,K,025,026,164,163,12,11,0
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1010930,101,22,4,0,0,35,05/15/1992,M,Black,No,,2,,,L,037,042,183,191,25,35,0,K,020,043,153,192,4,55,0
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1017360,101,22,4,0,0,35,04/27/1991,M,Black,No,,17,,,L,023,025,161,160,4,3,0,K,021,012,156,140,6,1,0
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1011020,101,22,4,0,0,35,04/02/1991,F,Black,No,,11,,,L,028,022,168,155,9,1,0,K,021,027,156,166,6,14,0
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1017300,101,22,4,0,0,35,03/12/1992,M,Black,No,,1,,,L,045,037,195,183,42,24,0,K,025,037,164,182,12,38,0
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1017710,101,22,4,0,0,35,09/08/1990,M,Asian/PI/Missing,No,,5,,,L,020,033,154,175,1,15,0,K,025,025,164,160,12,8,0
35,35,5,2,1,1967,1,4,2,,,,1,2,1,,1,2,2,,95,3,2,4,5,4,3,3,3,2,2,2,1,2,2,1,2,1,0,0,,170,0,1010860,101,22,4,0,0,35,10/11/1992,F,Black,,,3,,,L,028,034,168,178,9,18,0,K,025,017,164,148,12,1,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1010920,101,22,4,1,0,33,03/31/1992,M,Black,No,,47,,,L,020,027,154,166,1,7,0,K,027,025,167,160,15,8,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1011040,101,22,4,1,0,33,08/24/1992,M,Black,No,,0,,,L,030,049,171,202,12,53,0,K,021,044,156,194,6,59,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1010850,101,22,4,1,0,33,02/15/1992,M,Black,No,,24,,,L,032,028,175,169,16,9,0,K,032,041,175,189,26,50,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1011110,101,22,4,1,0,33,03/05/1992,F,Black,No,,3,,,L,020,025,154,160,1,3,0,K,021,025,156,160,6,8,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1010980,101,22,4,1,0,33,08/20/1992,M,Black,No,,2,,,L,039,036,186,180,29,20,0,K,025,023,164,157,12,6,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1011090,101,22,4,1,0,33,08/10/1990,F,Black,No,,24,,,L,023,033,161,175,4,15,0,K,023,026,160,163,8,11,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1011060,101,22,4,1,0,33,03/04/1992,F,Black,No,,12,,,L,035,046,181,196,23,43,0,K,043,031,193,173,55,23,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1010990,101,22,4,1,0,33,02/23/1991,F,Black,No,,4,,,L,030,030,171,172,12,12,0,K,030,026,171,163,20,11,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1010960,101,22,4,1,0,33,10/29/1990,M,Black,No,,24,,,L,046,028,197,169,45,9,0,K,021,038,156,186,6,45,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1010630,101,22,4,1,0,33,02/10/1992,F,Black,No,,15,,,L,030,028,171,169,12,9,0,K,023,023,160,157,8,6,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1010940,101,22,4,1,0,33,03/05/1992,M,Black,No,,6,,,L,048,047,200,199,50,48,0,K,042,044,191,194,52,59,0
3,2,2,,1,1999,2,1,1,2002,7,,2,2,1,2,2,,3,,10,80,10,4,2,4,2,1,3,2,3,3,2,2,2,1,2,0,1,0,26,171,1,1010870,101,22,4,1,0,33,09/30/1991,M,Black,No,,8,,,L,042,036,191,180,36,20,0,K,040,027,188,166,47,14,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1017430,101,23,5,0,0,30,01/18/1991,F,Black,No,,3,,,L,038,039,185,187,15,16,0,K,030,043,171,192,10,33,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011190,101,23,5,0,0,30,03/30/1991,F,Black,No,,13,,,L,059,039,216,187,53,16,0,K,039,037,186,182,24,20,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011300,101,23,5,0,0,30,01/26/1991,F,Black,No,,0,,,L,048,048,200,201,31,32,0,K,036,047,182,199,20,43,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1017370,101,23,5,0,0,30,05/05/1990,F,Black,No,,3,,,L,027,027,167,167,3,3,0,K,023,028,160,169,3,8,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011150,101,23,5,0,0,30,02/06/1991,M,Black,No,,3,,,L,048,034,200,177,31,8,0,K,045,041,196,189,37,29,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011410,101,23,5,0,0,30,06/09/1991,F,Black,No,,10,,,L,059,058,216,214,53,50,0,K,056,045,211,195,58,38,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011180,101,23,5,0,0,30,04/11/1990,M,Black,No,,17,,,L,035,034,181,177,12,8,0,K,033,023,178,157,16,1,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011160,101,23,5,0,0,30,12/06/1991,F,Black,No,,2,,,L,042,039,191,187,21,16,0,K,047,033,199,175,41,13,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1010650,101,23,5,0,0,30,05/25/1991,F,Black,No,,10,,,L,035,038,181,184,12,13,0,K,028,033,168,175,8,13,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011390,101,23,5,0,0,30,01/04/1991,M,Black,No,,2,,,L,029,038,170,184,4,13,0,K,045,038,196,185,37,24,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1017390,101,23,5,0,0,30,07/19/1990,M,Black,No,,1,,,L,023,042,160,191,1,20,0,K,030,023,171,157,10,1,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011290,101,23,5,0,0,30,09/20/1991,M,Black,No,,5,,,L,057,058,213,214,49,50,0,K,047,052,199,205,41,52,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011360,101,23,5,0,0,30,02/23/1991,M,Black,No,,7,,,L,050,044,203,194,36,24,0,K,054,038,208,185,54,24,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011140,101,23,5,0,0,30,06/23/1991,F,Black,No,,27,,,L,050,042,203,191,36,20,0,K,050,045,202,195,45,38,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1017720,101,23,5,0,0,30,08/02/1989,F,Black,No,,2,,,L,050,056,203,211,36,45,0,K,028,033,168,175,8,13,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011120,101,23,5,0,0,30,05/13/1991,F,Black,No,,0,,,L,044,046,194,197,24,27,0,K,041,052,190,205,29,52,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011220,101,23,5,0,0,30,09/20/1990,M,Black,No,,17,,,L,025,027,163,167,2,3,0,K,026,028,165,169,6,8,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011170,101,23,5,0,0,30,10/09/1990,F,Black,No,,2,,,L,027,038,167,184,3,13,0,K,024,047,162,199,4,43,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011210,101,23,5,0,0,30,07/06/1990,F,Black,No,,5,,,L,048,039,200,187,31,16,0,K,032,027,175,166,13,5,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011320,101,23,5,0,0,30,05/09/1990,M,Black,No,,8,,,L,031,027,174,167,7,3,0,K,028,037,168,182,8,20,0
6,6,4,30,1,1996,1,,,,,,1,3,2,2,2,3,2,,65,20,15,3,4,5,4,4,4,3,3,3,3,1,2,1,2,1,0,0,28,172,0,1011230,101,23,5,0,0,30,03/05/1991,F,Black,No,,3,,,L,051,044,205,194,38,24,0,K,047,038,199,185,41,24,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011450,101,23,5,1,0,31,01/11/1991,F,Black,No,,6,,,L,033,031,177,173,9,6,0,K,032,030,175,172,13,10,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011460,101,23,5,1,0,31,07/29/1991,F,Black,No,,5,,,L,031,026,174,163,7,1,0,K,039,030,186,172,24,10,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011370,101,23,5,1,0,31,05/04/1991,F,Black,No,,7,,,L,027,048,167,201,3,32,0,K,021,033,155,175,1,13,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011420,101,23,5,1,0,31,07/05/1991,F,Black,No,,28,,,L,042,044,191,194,21,24,0,K,024,030,162,172,4,10,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011260,101,23,5,1,0,31,11/21/1991,F,Black,No,,4,,,L,048,048,200,201,31,32,0,K,039,030,186,172,24,10,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1017380,101,23,5,1,0,31,06/30/1990,M,Black,No,,1,,,L,046,081,197,242,28,81,0,K,021,047,155,199,1,43,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1010660,101,23,5,1,0,31,05/25/1991,M,Black,No,,10,,,L,040,044,188,194,18,24,0,K,033,037,178,182,16,20,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011350,101,23,5,1,0,31,09/14/1991,F,Black,No,,3,,,L,048,048,200,201,31,32,0,K,043,037,193,182,33,20,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011490,101,23,5,1,0,31,02/21/1991,F,Black,No,,0,,,L,040,067,188,225,18,63,0,K,045,043,196,192,37,33,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011500,101,23,5,1,0,31,10/19/1991,M,Black,No,,15,,,L,031,031,174,173,7,6,0,K,039,038,186,185,24,24,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011430,101,23,5,1,0,31,10/03/1990,F,Black,No,,16,,,L,051,044,205,194,38,24,0,K,047,033,199,175,41,13,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011380,101,23,5,1,0,31,06/06/1991,M,Black,No,,1,,,L,054,062,208,218,42,55,0,K,030,043,171,192,10,33,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011470,101,23,5,1,0,31,09/15/1991,M,Black,No,,10,,,L,057,052,213,204,49,36,0,K,041,033,190,175,29,13,0
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011340,101,23,5,1,0,31,07/12/1990,F,Black,No,,,,,,,,,,,,,,,,,,,,
2,2,2,15,1,1996,8,,1,2001,9,,2,3,3,1,,2,1,,50,20,30,5,3,3,3,3,2,3,2,2,1,2,2,2,2,1,0,0,28,173,1,1011540,101,23,5,1,0,31,05/18/1991,M,Black,No,,10,,,L,048,048,200,201,31,32,0,K,043,043,193,192,33,33,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015690,105,34,3,1,0,36,08/20/1991,F,Black,No,,10,,,L,031,026,173,164,28,15,0,K,022,021,158,154,20,14,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015670,105,34,3,1,0,36,06/04/1993,F,Black,No,,10,,,L,023,028,160,169,12,22,0,K,022,023,158,157,20,18,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015980,105,34,3,1,0,36,09/19/1993,M,Black,No,,7,,,L,019,023,152,156,5,7,0,K,020,015,154,145,15,6,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015820,105,34,3,1,0,36,12/19/1992,F,Black,No,,44,,,L,015,020,142,152,1,4,0,K,018,024,150,159,10,21,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015640,105,34,3,1,0,36,01/06/1992,M,Black,No,,15,,,L,025,017,163,148,15,2,0,K,015,023,142,157,3,18,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015720,105,34,3,1,0,36,10/31/1993,F,Black,No,,9,,,L,031,024,173,159,28,10,0,K,022,026,158,162,20,26,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015680,105,34,3,1,0,36,10/03/1993,M,Black,No,,3,,,L,016,021,146,154,2,5,0,K,018,014,150,143,10,4,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015700,105,34,3,1,0,36,10/05/1993,F,Black,No,,3,,,L,037,043,184,193,48,64,0,K,030,029,171,170,44,43,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015930,105,34,3,1,0,36,11/27/1993,M,Black,No,,17,,,L,019,023,152,156,5,7,0,K,020,016,154,147,15,7,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015630,105,34,3,1,0,36,06/13/1993,F,Black,No,,0,,,L,039,033,187,175,53,32,0,K,022,023,158,157,20,18,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1017690,105,34,3,1,0,36,10/25/1993,F,Black,No,,9,,,L,021,038,155,186,7,52,0,K,025,018,164,150,31,10,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015780,105,34,3,1,0,36,06/23/1992,M,Black,No,,13,,,L,019,024,152,159,5,10,0,K,022,020,158,152,20,12,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1015840,105,34,3,1,0,36,12/15/1992,F,Black,No,,12,,,L,027,028,167,169,20,22,0,K,033,020,178,152,57,12,0
2,2,2,0,1,2000,2,1,1,2002,1,,2,1,1,1,,1,2,,80,10,10,5,3,2,2,1,3,3,2,2,2,1,2,1,2,0,1,0,25,177,1,1017640,105,34,3,1,0,36,10/22/1992,F,Black,No,,3,,,L,033,038,178,186,37,52,0,K,030,027,171,167,44,37,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1015790,105,34,3,0,0,35,07/21/1992,F,Black,No,,7,,,L,039,034,187,177,53,36,0,K,014, ,139,,2,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1016050,105,34,3,0,0,35,12/30/1993,M,Black,No,,20,,,,,,,,,,,,, ,,,,,
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1016090,105,34,3,0,0,35,07/11/1992,M,Black,No,,12,,,L,037,046,184,196,48,69,0,K,016, ,144,,5,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1015900,105,34,3,0,0,35,12/11/1993,M,Black,No,,4,,,L,014,023,139,156,1,7,0,K,016, ,144,,5,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1017660,105,34,3,0,0,35,08/09/1993,F,Black,No,,,,,L,017,027,149,167,4,19,0,K, K8, ,130,,1,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1016100,105,34,3,0,0,35,06/30/1993,M,Black,No,,16,,,L,039,041,187,189,53,57,0,K,025, ,164,,31,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1015910,105,34,3,0,0,35,12/22/1992,M,Black,No,,,,,L,035,043,180,193,40,64,0,K,027, ,166,,34,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1015870,105,34,3,0,0,35,01/03/1992,M,Black,No,,28,,,L,019,021,152,154,5,5,0,K,020, ,154,,15,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1016060,105,34,3,0,0,35,10/10/1993,F,Black,No,,34,,,L,031,034,173,177,28,36,0,K,030, ,171,,44,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1016190,105,34,3,0,0,35,05/08/1993,F,Black,No,,12,,,L,033,043,177,193,35,64,0,K,031, ,173,,48,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1015860,105,34,3,0,0,35,12/23/1992,F,Black,No,,,,,L,033,024,177,159,35,10,0,K,022, ,158,,20,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1015880,105,34,3,0,0,35,10/14/1992,F,Black,No,,8,,,L,022,033,158,175,10,32,0,K,025, ,164,,31,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1015940,105,34,3,0,0,35,07/28/1993,F,Black,No,,4,,,L,051,037,204,183,78,46,0,K,036, ,182,,64,,0
1,1,1,10,1,,,,2,,,,2,,,,,,,,60,20,20,3,2,3,2,2,3,2,2,2,1,1,2,2,2,1,0,0,32,178,0,1015770,105,34,3,0,0,35,03/30/1992,F,Black,No,,0,,,L,026,034,165,177,17,36,0,K,023, ,161,,26,,0
1,1,1,3,1,2001,12,6,,,,,1,,,,,,,,60,30,10,4,4,4,4,2,2,4,4,3,4,1,2,2,2,,,,23,179,1,1016180,105,34,3,1,0,33,01/01/1993,M,Black,No,,11,,,L,033,027,178,167,37,19,0,K,018,018,150,150,10,10,0
1,1,1,3,1,2001,12,6,,,,,1,,,,,,,,60,30,10,4,4,4,4,2,2,4,4,3,4,1,2,2,2,,,,23,179,1,1016380,105,34,3,1,0,33,09/09/1993,M,Black,No,,1,,,L,043,046,193,196,62,69,0,K,033,033,178,176,57,56,0
1,1,1,3,1,2001,12,6,,,,,1,,,,,,,,60,30,10,4,4,4,4,2,2,4,4,3,4,1,2,2,2,,,,23,179,1,1016110,105,34,3,1,0,33,01/18/1993,M,Black,No,,5,,,L,017,016,149,147,4,2,0,K,016,015,144,145,5,6,0
1,1,1,3,1,2001,12,6,,,,,1,,,,,,,,60,30,10,4,4,4,4,2,2,4,4,3,4,1,2,2,2,,,,23,179,1,1016220,105,34,3,1,0,33,06/21/1992,M,Black,No,,0,,,L,016,018,146,150,2,3,0,K,017,017,147,149,7,9,0
1,1,1,3,1,2001,12,6,,,,,1,,,,,,,,60,30,10,4,4,4,4,2,2,4,4,3,4,1,2,2,2,,,,23,179,1,1016230,105,34,3,1,0,33,06/08/1993,M,Black,No,,5,,,L,033,027,178,167,37,19,0,K,020,024,154,159,15,21,0
1,1,1,3,1,2001,12,6,,,,,1,,,,,,,,60,30,10,4,4,4,4,2,2,4,4,3,4,1,2,2,2,,,,23,179,1,1015990,105,34,3,1,0,33,11/22/1993,F,Black,No,,7,,,L,016,028,144,169,1,22,0,K,018,017,150,149,10,9,0
1,1,1,3,1,2001,12,6,,,,,1,,,,,,,,60,30,10,4,4,4,4,2,2,4,4,3,4,1,2,2,2,,,,23,179,1,1016130,105,34,3,1,0,33,03/12/1991,F,Black,No,,9,,,,,,,,,,,,,,,,,,
1,1,1,3,1,2001,12,6,,,,,1,,,,,,,,60,30,10,4,4,4,4,2,2,4,4,3,4,1,2,2,2,,,,23,179,1,1017620,105,34,3,1,0,33,09/06/1992,M,Black,No,,7,,,L,035,037,180,183,40,46,0,K,025,024,164,159,31,21,0
